Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
Chocolate Pecan Pie Recipe ,23,Karin Christian,X,X,X,"bake,egg,white sugar,salt,margarine,corn syrup,pecan,chocolate","Preheat oven to 375 degrees F (190 degrees C). Press pie shell into and up the sides of a 9 inch pie plate.**Beat eggs, sugar, salt, margarine, and syrup with hand mixer. Stir in pecans and chocolate chips. Pour into pie shell.**Bake until set, 40 to 50 minutes. Let cool before cutting.**",9093,https://images.media-allrecipes.com/userphotos/250x250/148083.jpg
Corn Pudding II Recipe ,37,Heather,10 m,45 m,1 h 10 m,"corn,egg,milk,butter,flour,white sugar",Preheat oven to 350 degrees F (175 degrees C).**In a blender or food processor blend the eggs very well. Add in the flour and sugar and blend well. Add the milk and blend slightly. Finally mix in the corn by hand. Stir in the melted butter and pour the mixture into a large casserole dish.**Bake at 350 degrees F (175 degrees C) for about 45 minutes. When the pudding is done the center should be solid and the top should have a nice golden brown color. Let rest for approximately 15 minutes then serve warm.**,9094,https://images.media-allrecipes.com/userphotos/560x315/1014718.jpg
Corn Pudding II Recipe ,13,Heather,X,X,X,"corn,egg,milk,butter,flour,white sugar",Preheat oven to 350 degrees F (175 degrees C).**In a blender or food processor blend the eggs very well. Add in the flour and sugar and blend well. Add the milk and blend slightly. Finally mix in the corn by hand. Stir in the melted butter and pour the mixture into a large casserole dish.**Bake for about 45 minutes. When the pudding is done the center should be solid and the top should have a nice golden brown color. Let rest for approximately 15 minutes then serve warm.**,9095,https://images.media-allrecipes.com/userphotos/250x250/583503.jpg
Corn Pudding III Recipe ,15,Erika Michael,X,X,X,"cream,butter,flour,white sugar,salt,pepper,egg,milk,bell pepper","Preheat oven to 350 degrees F (175 degrees C).**In a large bowl, mix corn and butter. Add flour, sugar, pepper, salt, and diced red pepper. Mix thoroughly.**In a small bowl, lightly beat egg yolks.**Heat milk to steaming. Remove milk from heat and stir in yolks. Add to corn mix.**In a medium bowl, beat egg whites until stiff. Stir 1/4 of the whites into corn. Fold in the whites. Pour into deep 2-quart greased baking dish.**Bake at 350 degrees F (175 degrees C). Stir crust that forms down into pudding after 20 minutes and after 40 minutes. Total bake time: 60 minutes.**",9096,https://images.media-allrecipes.com/images/79591.png
Corn Pudding IV Recipe ,10,D. Reynolds,X,X,X,"cream,corn,egg,2 cups half-and-half,whipping cream,flour,cornmeal,white sugar,butter,salt,black pepper","Combine cream-style corn, regular corn, eggs, half-and-half, cream, flour, cornmeal, sugar, melted butter, salt, and pepper in a 2-1/2 to 3-quart casserole.**Bake at 325 to 350 degrees F (165 to 175 degrees C) for 1 hour, or until set.**",9097,https://images.media-allrecipes.com/images/79591.png
Corn Souffle Recipe ,104,Mary Poris,X,X,X,"corn,cream,white sugar,flour,milk,egg","Preheat oven to 350 degrees F (175 degrees C).**Combine the corn, creamed corn, sugar, flour, milk and eggs. Mix well. Pour the mixture into a 2-quart baking dish.**Bake for 1 to 1 1/2 hours.**",9098,https://images.media-allrecipes.com/userphotos/560x315/1534.jpg
Cranberry Apple Gelatin Mold Recipe ,31,Robyn Schwartz,10 m,10 m,8 h 20 m,"cranberry sauce,water,raspberry,salt,apple,orange,walnut,yogurt","In a saucepan over medium heat, combine cranberry sauce and water. Heat until sauce melts. Stir in gelatin until it dissolves. Remove from heat. Mix in apples, oranges, walnuts, and yogurt.**Pour mixture into a fancy gelatin mold or a nice bowl, and refrigerate overnight. To serve, dip briefly in hot water, and invert onto a serving dish.**",9099,https://images.media-allrecipes.com/userphotos/250x250/934713.jpg
Cranberry Apple Sauce Recipe ,28,Mary  Beth,X,X,X,"cranberry,apple juice",^In a saucepan cook cranberries and apple juice concentrate over medium heat until cranberries have burst. Chill and serve. You may also add some white sugar if the recipe isn^^t sweet enough for you. Only add the extra sugar one tablespoon at a time to avoid over sweetening.**^,9100,https://images.media-allrecipes.com/userphotos/560x315/4587369.jpg
Cranberry Cherry Pie Recipe ,24,Krissy,X,X,X,"cherry,cranberry sauce,raisin,cornstarch,ginger,pastry,orange juice,milk,white sugar","In a large bowl, stir together cherry pie filling, cranberry sauce, raisins, cornstarch, and ginger.**Make piecrust dough, substituting orange juice for water.  Divide dough 55 % / 45 %.  Roll larger piece to 1 1/2 inches larger than 9 inch pie pan.  Place crust in pie plate leaving one inch overhang, and brush with egg white.  Spoon cherry filling into pie crust.**Roll second crust to 12 inch round.  Cut into 14 strips to make a lattice top.  Moisten edge of bottom crust with water.  Place 7 strips across pie.  Do not seal ends.  Fold every other strip back halfway from center.  Place center cross strip on pie and replace folded part of strips.  Now fold back alternate strips. Place second cross strip in place.  Repeat to weave cross strips into lattice.  Seal ends.  Turn bottom crust edge up over ends of strips.  Pinch to seal.   Make high fluted edge.  Brush pastry with milk, and sprinkle lightly with sugar.**Bake at 400 degrees C (205 degrees C) for 50 minutes, or until fruit begins to bubble and crust is golden brown.  Cool pie slightly on wire rack.**",9101,https://images.media-allrecipes.com/userphotos/560x315/31141.jpg
Cranberry Chutney I Recipe ,225,Christine L.,X,X,X,"water,white sugar,cranberry,apple,vinegar,raisin,cinnamon,ginger,spice,clove","In a medium saucepan combine the water and sugar. Bring mixture to a boil over medium heat. Add the cranberries, apples, cider vinegar, raisins and spices. Bring to a boil, then simmer gently for 10 minutes stirring often.**Pour mixture into a mixing bowl. Place plastic wrap directly on the surface of the sauce. Cool to room temperature and serve or cover and refrigerate. Bring chutney to room temperature before serving.**",9102,https://images.media-allrecipes.com/userphotos/560x315/4190429.jpg
Cranberry Chutney II Recipe ,3,Christine Johnson,20 m,1 h,1 h 20 m,"cranberry,tomato,raisin,onion,salt,brown sugar,vinegar,ginger,clove,black pepper,water","In a 3-quart saucepan, combine cranberries, tomatoes, water, raisins, onion, and salt. Bring mixture to a boil.  Reduce heat to simmer.  Cook, covered, for 15 minutes or until cranberries pop.**Stir in brown sugar, vinegar, ginger, cloves, and pepper.  Cover.  Cook for 35 to 40 minutes, or until the consistency of relish, stirring occasionally.  Ladle into jars or freezer containers.  Refrigerate or freeze until ready to use.**",9103,https://images.media-allrecipes.com/images/79591.png
Cranberry Conserve Recipe ,11,Mary Glenn,X,X,X,"cranberry,raisin,orange,walnut,white sugar","Just cover cranberries with fresh cold water and bring to a boil, cooking until berries are soft. Add the sugar, orange pulp, and raisins, and simmer slowly until thick. Add the nut meats. Continue cooking for 5 more minutes. May be served warm or chilled.**",9104,https://images.media-allrecipes.com/userphotos/560x315/2885883.jpg
Cranberry Nut Bread I Recipe ,76,LOUGRAY,X,X,X,"flour,white sugar,salt,baking powder,baking soda,cranberry,nut,orange,egg,vegetable oil,orange juice","Preheat oven to 350 degrees F (175 degrees C). Grease one 9x5 inch loaf pan.**Combine the flour, sugar, salt, baking powder and baking soda. Add the cranberries and chopped nuts, stir to coat with flour.**Combine the egg, oil, orange juice and grated orange peel. Add the egg mixture to the flour mixture and stir until just combined. Spoon the batter into the prepared pan.**Bake at 350 degrees F (175 degrees C) for 50 minutes or until a toothpick comes out clean. Let bread sit for 10 minutes and then remove from the pan and place on a cooling rack. Let cool completely before slicing.**",9105,https://images.media-allrecipes.com/userphotos/250x250/58366.jpg
Cranberry Relish I Recipe ,48,Lisa Stinger,5 m,10 m,15 m,"orange,cranberry,white sugar,apricot,pineapple,lemon juice","Finely chop the orange in a food processor.**Combine cranberries and sugar in a heavy saucepan. Cook and stir over medium heat until cranberries just begin to pop, about 10 minutes.**Transfer cranberries to a bowl, add apricot preserves and mix until melted. Stir in chopped orange, drained crushed pineapple and lemon juice. Cover and refrigerate until well chilled.**",9106,https://images.media-allrecipes.com/userphotos/560x315/4812285.jpg
Cranberry Salad I Recipe ,20,Nancy,10 m,X,12 h 10 m,"cranberry,marshmallow,white sugar,pineapple,banana,cream","If using frozen cranberries let thaw before using. In a food processor or blender grind the cranberries. Add the sugar, crushed pineapple and marshmallows. Let mixture stand overnight.**Just before serving stir in the sliced banana and whipped cream.**",9108,https://images.media-allrecipes.com/userphotos/250x250/982.jpg
Cranberry Salad II Recipe ,66,Jackie,10 m,X,1 h,"cranberry,orange,white sugar,walnut,celery,pineapple,raspberry,water","^Combine the gelatin with hot water (don^^t let stand). Grind cranberries and orange (including rind) mix with sugar. Stir in nuts, celery and pineapple. Mix with prepared gelatin and chill.**^",9109,https://images.media-allrecipes.com/userphotos/560x315/2879248.jpg
Cranberry Salad III Recipe ,132,Ms. Susan Nikolaus,10 m,X,3 h 10 m,"cherry,cranberry sauce,pineapple,cream cheese,pecan,mayonnaise","Drain crushed pineapple and save 1/4 cup of the juice. Dissolve gelatin in 2 cups of hot water. Stir in cranberries and crushed pineapple. Pour 1/2 of the mixture in a bowl and leave at room temperature, set the other 1/2 in the refrigerator until firm.**In a separate bowl mix together the cream cheese, mayonnaise, reserved pineapple juice and chopped pecans. Spread mixture over chilled gelatin. Place in refrigerator for 10 minutes. Pour the room temperature gelatin over the top of the cream cheese layer and refrigerate until set.**",9110,https://images.media-allrecipes.com/userphotos/560x315/1066126.jpg
Cranberry Sauce Recipe ,1k,Toni,X,X,X,"cranberry,white sugar,orange juice","In a medium sized saucepan over medium heat, dissolve the sugar in the orange juice. Stir in the cranberries and cook until the cranberries start to pop (about 10 minutes). Remove from heat and place sauce in a bowl. Cranberry sauce will thicken as it cools.**",9111,https://images.media-allrecipes.com/userphotos/560x315/743657.jpg
Cranberry Sauce with Raspberry Vinegar Recipe ,30,Christine L.,X,X,X,"white sugar,raspberry,water,cranberry,cinnamon,orange","Combine 1 1/4 cup sugar, vinegar, and water in a  heavy medium saucepan over medium-high heat. Bring to a boil, stirring until sugar dissolves.  Mix in cranberries, cinnamon stick, and orange peel.  Reduce heat, and cover partially.  Simmer until berries burst, about 10 minutes.  Remove from heat.  Cool completely, sauce will thicken as it cools.  Discard cinnamon stick.**",9112,https://images.media-allrecipes.com/userphotos/560x315/1711669.jpg
Cranberry Waldorf Recipe ,79,Thea,X,X,X,"cranberry,apple,celery,grape,raisin,walnut,white sugar,cinnamon,vanilla","Combine cranberries, apple, celery, grapes, raisins, walnuts, sugar, cinnamon, and yogurt. (I chop cranberries in a food processor, and it works great). Toss to coat. Cover and chill 2 hours.**Stir just before serving. Garnish with frosted cranberries and mint leaves if desired. For frosted cranberries, wet cranberry and roll in sugar.**",9114,https://images.media-allrecipes.com/userphotos/560x315/5914901.jpg
Cranberry,17,Margaret,10 m,X,1 h 40 m,"cherry,sour cream,cranberry sauce,walnut,water",Combine gelatin mix and hot water until the gelatin dissolves. Stir in the can of cranberries and mix well. Add the room temperature sour cream and stir to combine. Place gelatin mixture in the refrigerator until almost set. Stir in the walnuts and return to the refrigerator until the mixture is completely set.**,9116,https://images.media-allrecipes.com/images/79591.png
Cream Cheese Corn Recipe ,122,Earla Taylor,X,X,X,"corn,butter,cream cheese","Combine the corn, butter or margarine and the cream cheese in a medium sized saucepan. Cook over medium heat for about 20 minutes. Serve hot.**",9117,https://images.media-allrecipes.com/userphotos/560x315/4574681.jpg
Creamed Onions and Sage Recipe ,39,Erika Michael,X,X,X,"onion,mushroom,butter,flour,milk,salt,sage,lemon,lemon juice,parsley,paprika","Peel onions and trim slightly at the top and bottom. Boil the onions gently in salted water until tender (about 30 minutes).**Preheat oven to 350 degrees F (175 degrees C). Butter one shallow baking dish.**Saute the sliced mushrooms in the butter or margarine. Stir in the flour. Stir in the half and half or milk, salt, sage, 1/2 of the lemon peel and all of the lemon juice. Cook, stirring over medium heat until sauce thickens.**Place the cooked onions in the prepared baking dish and pour the mushroom sauce over them.**Bake at 350 degrees F (175 degrees C) for about 20 minutes. Sprinkle the top with the chopped parsley, remaining lemon peel and paprika to taste.**",9118,https://images.media-allrecipes.com/userphotos/560x315/3087099.jpg
